seqnames,start,end,width,strand,count,name,exon,intron,utr5,utr5.,utr3,utr3.,intergenic,mirna,annot,target_gene,hfk.hf.padj,hfk.hf.log2FC,seed.8mer,seed.7m8,seed.7A1,seed.6mer,target_Ensembl_ID,target_Uniprot_ID,target_Entrez_ID
chr7,20010117,20010167,51,-,1280,peak22009,n-R5s152,NA,NA,NA,NA,NA,FALSE,NA,exon,n-R5s152,4.361229329347119e-14,-5.5977414378109485,NA,NA,NA,miR-10-5p,ENSMUSG00000070150,"NA",NA
chr7,24746210,24746261,52,-,6456,peak22011,Cd177,NA,NA,NA,NA,NA,FALSE,NA,exon,Cd177,0.00941520633949774,2.059577460268181,miR-194-5p,NA,NA,NA,ENSMUSG00000052212,Q8R2S8,68891
chr7,24969752,24969803,52,-,7043,peak22015,Rabac1,NA,NA,NA,Rabac1,Rabac1,FALSE,NA,utr3,Rabac1,0.02836787946191638,1.5938652837880576,miR-194-5p,NA,NA,NA,ENSMUSG00000003380,Q9Z0S9,14470
chr7,24969844,24969875,32,-,1565,peak22016,Rabac1,NA,NA,NA,Rabac1,NA,FALSE,NA,utr3,Rabac1,0.22282667109155843,1.2506712307118193,NA,NA,NA,"miR-196-5p, miR-146ab-5p",ENSMUSG00000003380,Q9Z0S9,14470
chr7,24969920,24969969,50,-,2669,peak22017,Rabac1,Rabac1,NA,NA,Rabac1,NA,FALSE,NA,utr3,Rabac1,0.02311896932935785,3.527668663676975,NA,miR-484,NA,NA,ENSMUSG00000003380,Q9Z0S9,14470
chr7,24970093,24970170,78,-,4823,peak22018,Rabac1,NA,NA,NA,NA,NA,FALSE,NA,exon,Rabac1,0.9206676408001745,0.10524943834747093,NA,NA,NA,miR-29-3p,ENSMUSG00000003380,Q9Z0S9,14470
chr7,24971765,24971858,94,-,2953,peak22019,Rabac1,NA,NA,NA,NA,NA,FALSE,NA,exon,Rabac1,0.8712438853763057,0.1851412907389032,"miR-194-5p, miR-151-3p","miR-103-3p/107-3p, miR-15-5p/16-5p/195-5p/322-5p/497-5p",NA,"miR-21ac-5p, miR-186-5p",ENSMUSG00000003380,Q9Z0S9,14470
chr7,25462765,25462856,92,-,15771,peak22029,Ceacam1,NA,NA,NA,Ceacam1,Ceacam1,FALSE,NA,utr3,Ceacam1,5.275260866749762e-5,2.661152638426732,NA,miR-328-3p,NA,"miR-17-5p/20-5p/93-5p/106-5p, miR-139-3p",ENSMUSG00000074272,P31809,26365
chr7,25463134,25463201,68,-,9810,peak22030,Ceacam1,NA,NA,NA,Ceacam1,Ceacam1,FALSE,NA,utr3,Ceacam1,0.9020936158850423,0.08010341289325752,NA,"miR-24-3p, miR-24-3p",NA,NA,ENSMUSG00000074272,P31809,26365
chr7,25463261,25463317,57,-,7770,peak22031,Ceacam1,NA,NA,NA,Ceacam1,Ceacam1,FALSE,NA,utr3,Ceacam1,0.0043272162818869305,2.583575402346577,NA,NA,NA,miR-190-5p,ENSMUSG00000074272,P31809,26365
chr7,25463383,25463440,58,-,87284,peak22032,Ceacam1,NA,NA,NA,Ceacam1,Ceacam1,FALSE,NA,utr3,Ceacam1,5.132433928297062e-6,2.1856183454822458,NA,NA,miR-26-5p,miR-224-5p,ENSMUSG00000074272,P31809,26365
chr7,25463574,25463653,80,-,10836,peak22033,Ceacam1,NA,NA,NA,Ceacam1,Ceacam1,FALSE,NA,utr3,Ceacam1,4.6878003843942777e-4,3.352269751304855,NA,NA,NA,NA,ENSMUSG00000074272,P31809,26365
chr7,25463707,25463771,65,-,21113,peak22034,Ceacam1,NA,NA,NA,Ceacam1,Ceacam1,FALSE,NA,utr3,Ceacam1,0.9954601472932002,-0.004681684640190416,NA,NA,NA,NA,ENSMUSG00000074272,P31809,26365
chr7,25467506,25467551,46,-,1735,peak22038,NA,Ceacam1,NA,NA,NA,NA,FALSE,NA,intron,Ceacam1,0.06730341107561738,2.214286766690834,miR-141-3p,NA,NA,miR-183-5p,ENSMUSG00000074272,P31809,26365
chr7,25471894,25471923,30,-,1301,peak22043,Ceacam1,NA,NA,NA,Ceacam1,NA,FALSE,NA,utr3,Ceacam1,0.04151603136368372,-1.514386938339281,NA,NA,NA,miR-375-3p,ENSMUSG00000074272,P31809,26365
chr7,25474544,25474602,59,-,11555,peak22045,Ceacam1,Ceacam1,NA,NA,NA,NA,FALSE,NA,exon,Ceacam1,0.010674669406947362,-1.4050896936424304,NA,NA,NA,NA,ENSMUSG00000074272,P31809,26365
chr7,25474653,25474711,59,-,11620,peak22046,Ceacam1,Ceacam1,NA,NA,NA,NA,FALSE,NA,exon,Ceacam1,0.03144977592263951,1.7037752283683818,NA,miR-196-5p,miR-361-5p,NA,ENSMUSG00000074272,P31809,26365
chr7,25474742,25474788,47,-,8507,peak22047,Ceacam1,Ceacam1,NA,NA,NA,NA,FALSE,NA,exon,Ceacam1,0.0012771808479045239,2.8562893013312474,NA,NA,NA,NA,ENSMUSG00000074272,P31809,26365
chr7,25476556,25476601,46,-,17140,peak22050,Ceacam1,NA,NA,NA,NA,NA,FALSE,NA,exon,Ceacam1,0.7854381166288187,0.14036734549898086,NA,NA,NA,NA,ENSMUSG00000074272,P31809,26365
chr7,25476631,25476700,70,-,20599,peak22051,Ceacam1,NA,NA,NA,NA,NA,FALSE,NA,exon,Ceacam1,0.03218828910272478,1.279146516985287,NA,NA,NA,"miR-140-5p, miR-17-5p/20-5p/93-5p/106-5p, miR-194-2-3p/6926-5p/7055-5p",ENSMUSG00000074272,P31809,26365
chr7,28376971,28377008,38,-,2648,peak22073,Zfp36,NA,NA,NA,Zfp36,NA,FALSE,NA,utr3,Zfp36,0.1933436125779571,1.3337989052572965,NA,NA,NA,NA,ENSMUSG00000021127 ENSMUSG00000045817 ENSMUSG00000044786,P23950 P23949 P22893,12192 12193 22695
chr7,28377050,28377098,49,-,9513,peak22074,Zfp36,NA,NA,NA,Zfp36,NA,FALSE,NA,utr3,Zfp36,0.028125667594439414,1.500945979487356,NA,miR-29-3p,NA,miR-185-5p,ENSMUSG00000021127 ENSMUSG00000045817 ENSMUSG00000044786,P23950 P23949 P22893,12192 12193 22695
chr7,28377138,28377192,55,-,14052,peak22075,Zfp36,NA,NA,NA,Zfp36,NA,FALSE,NA,utr3,Zfp36,0.1624353966359427,-0.6342920785062552,NA,NA,miR-27-3p,miR-139-3p,ENSMUSG00000021127 ENSMUSG00000045817 ENSMUSG00000044786,P23950 P23949 P22893,12192 12193 22695
chr7,28377242,28377285,44,-,7920,peak22076,Zfp36,NA,NA,NA,Zfp36,NA,FALSE,NA,utr3,Zfp36,4.536524731486239e-4,3.315443892413004,NA,NA,NA,NA,ENSMUSG00000021127 ENSMUSG00000045817 ENSMUSG00000044786,P23950 P23949 P22893,12192 12193 22695
chr7,28377336,28377358,23,-,3021,peak22077,Zfp36,NA,NA,NA,Zfp36,NA,FALSE,NA,utr3,Zfp36,0.07619681988560492,3.1802264865559113,NA,NA,NA,miR-200ab-5p,ENSMUSG00000021127 ENSMUSG00000045817 ENSMUSG00000044786,P23950 P23949 P22893,12192 12193 22695
chr7,28377374,28377433,60,-,13132,peak22078,Zfp36,NA,NA,NA,Zfp36,NA,FALSE,NA,utr3,Zfp36,0.86101841797105,-0.09672025217507255,NA,miR-29-3p,miR-25-3p/32-5p/92-3p/363-3p/367-3p,miR-183-3p,ENSMUSG00000021127 ENSMUSG00000045817 ENSMUSG00000044786,P23950 P23949 P22893,12192 12193 22695
chr7,28377485,28377571,87,-,4919,peak22079,Zfp36,NA,NA,NA,Zfp36,NA,FALSE,NA,utr3,Zfp36,0.02835240571524242,1.6739656527957147,NA,NA,miR-196-5p,NA,ENSMUSG00000021127 ENSMUSG00000045817 ENSMUSG00000044786,P23950 P23949 P22893,12192 12193 22695
chr7,28377809,28377867,59,-,4278,peak22081,Zfp36,NA,NA,NA,NA,NA,FALSE,NA,exon,Zfp36,0.02456947467703054,2.269307972283451,NA,NA,NA,"miR-27-3p, miR-103-3p/107-3p, miR-17-5p/20-5p/93-5p/106-5p",ENSMUSG00000021127 ENSMUSG00000045817 ENSMUSG00000044786,P23950 P23949 P22893,12192 12193 22695
chr7,28378056,28378105,50,-,95622,peak22082,Zfp36,NA,NA,NA,NA,NA,FALSE,NA,exon,Zfp36,7.077218565464814e-9,2.3856136378886443,NA,let-7-5p/miR-98-5p,NA,miR-196-5p,ENSMUSG00000021127 ENSMUSG00000045817 ENSMUSG00000044786,P23950 P23949 P22893,12192 12193 22695
chr7,28900089,28900138,50,-,2783,peak22108,NA,Actn4,NA,NA,NA,NA,FALSE,NA,intron,Actn4,0.005000189791687912,4.740896039132622,NA,NA,NA,miR-378a-5p,ENSMUSG00000054808,P57780,60595
chr7,28904584,28904648,65,-,4173,peak22110,Actn4,NA,NA,NA,NA,NA,FALSE,NA,exon,Actn4,8.899632872300345e-4,-2.145973768829672,NA,NA,NA,miR-15-5p/16-5p/195-5p/322-5p/497-5p,ENSMUSG00000054808,P57780,60595
chr7,28912241,28912325,85,-,1276,peak22115,Actn4,Actn4,NA,NA,NA,NA,FALSE,NA,exon,Actn4,0.37736840046799175,0.8845560479400094,NA,miR-33-5p,NA,let-7-5p/miR-98-5p,ENSMUSG00000054808,P57780,60595
chr7,29222118,29222168,51,-,5247,peak22129,Kcnk6,NA,NA,NA,Kcnk6,NA,FALSE,NA,utr3,Kcnk6,0.41803618804556003,-0.5283131336682348,NA,"miR-196-5p, let-7-5p/miR-98-5p",NA,NA,ENSMUSG00000046410,Q9Z2T1,52150
chr7,29223509,29223572,64,-,3110,peak22131,Kcnk6,NA,NA,NA,Kcnk6,NA,FALSE,NA,utr3,Kcnk6,0.052688121533606684,2.204464325718526,NA,NA,NA,"miR-28-3p, miR-532-5p",ENSMUSG00000046410,Q9Z2T1,52150
chr7,29247621,29247684,64,-,8142,peak22134,AC164564.3,NA,NA,NA,NA,NA,FALSE,NA,exon,AC164564.3,1.5641736759854814e-5,-3.3096899092148693,NA,NA,NA,miR-141-5p/6769b-3p,NA,"NA",NA
chr7,29247908,29247966,59,-,14201,peak22136,AC164564.3,AC164564.3,NA,NA,NA,NA,FALSE,NA,exon,AC164564.3,0.3122775140928814,-0.5607088438632624,NA,miR-22-3p,NA,miR-22-3p,NA,"NA",NA
chr7,29280111,29280165,55,-,5100,peak22150,NA,Spint2,NA,NA,NA,NA,FALSE,NA,intron,Spint2,0.009392477439747922,3.506440135680945,NA,miR-24-3p,NA,NA,ENSMUSG00000074227,Q9WU03,20733
chr7,29338999,29339059,61,-,3679,peak22155,Sipa1l3,NA,NA,NA,NA,NA,FALSE,NA,exon,Sipa1l3,0.6761120418962744,-0.3212464647017434,NA,miR-147-3p,NA,miR-210-3p,ENSMUSG00000030583,G3X9J0,74206
chr7,29401052,29401105,54,-,12853,peak22157,Sipa1l3,NA,Sipa1l3,NA,NA,NA,FALSE,NA,utr5,Sipa1l3,0.18138178192883075,0.7426485481552844,"miR-24-3p, miR-194-2-3p/6926-5p/7055-5p",NA,NA,NA,ENSMUSG00000030583,G3X9J0,74206
chr7,30186957,30187009,53,-,3098,peak22159,Capns1,NA,NA,NA,Capns1,Capns1,FALSE,NA,utr3,Capns1,0.914712091635973,0.10016627471221709,NA,"miR-378-3p, miR-15-5p/16-5p/195-5p/322-5p/497-5p",NA,"miR-103-3p/107-3p, miR-671-5p",ENSMUSG00000001794,O88456,12336
chr7,30187093,30187144,52,-,8076,peak22160,Capns1,NA,NA,NA,Capns1,NA,FALSE,NA,utr3,Capns1,0.016724248760331947,1.6008969562295816,miR-194-5p,NA,NA,let-7-5p/miR-98-5p,ENSMUSG00000001794,O88456,12336
chr7,30187196,30187255,60,-,11218,peak22161,Capns1,NA,NA,NA,Capns1,NA,FALSE,NA,utr3,Capns1,0.005457832131045573,1.9397691775406738,NA,"miR-194-5p, miR-15-5p/16-5p/195-5p/322-5p/497-5p, miR-96-5p",miR-671-5p,"miR-182-5p, miR-652-3p, miR-103-3p/107-3p",ENSMUSG00000001794,O88456,12336
chr7,30187301,30187347,47,-,3595,peak22162,Capns1,NA,NA,NA,Capns1,NA,FALSE,NA,utr3,Capns1,0.010367766835348343,3.1299158107754823,NA,NA,miR-103-3p/107-3p,miR-18-5p,ENSMUSG00000001794,O88456,12336
chr7,30575304,30575350,47,-,3106,peak22171,Kmt2b,NA,NA,NA,NA,NA,FALSE,NA,exon,Kmt2b,0.06157385021310194,1.7635626504716695,NA,"miR-15-5p/16-5p/195-5p/322-5p/497-5p, miR-378a-5p",NA,miR-103-3p/107-3p,ENSMUSG00000006307,O08550,75410
chr7,30575402,30575464,63,-,17850,peak22172,Kmt2b,NA,NA,NA,NA,NA,FALSE,NA,exon,Kmt2b,0.16327955987120416,0.7838146958820136,"let-7-5p/miR-98-5p, let-7-5p/miR-98-5p",NA,NA,"miR-196-5p, miR-196-5p",ENSMUSG00000006307,O08550,75410
chr7,34218300,34218349,50,-,1815,peak22180,Gpi1,Gpi1,NA,NA,NA,NA,FALSE,NA,exon,Gpi1,0.2640745675857424,-0.7865082973473572,NA,miR-17-5p/20-5p/93-5p/106-5p,NA,miR-221-3p/222-3p,ENSMUSG00000036427,P06745,14751
chr7,35555430,35555495,66,-,1992,peak22187,Nudt19,NA,NA,NA,NA,NA,FALSE,NA,exon,Nudt19,0.9874787802812476,-0.01760265742811578,NA,"miR-183-5p, miR-15-5p/16-5p/195-5p/322-5p/497-5p",NA,"miR-103-3p/107-3p, miR-29-3p",ENSMUSG00000034875,P11930,110959
chr7,44605821,44605870,50,-,2622,peak22194,Myh14,NA,NA,NA,Myh14,NA,FALSE,NA,utr3,Myh14,0.6268823007535336,0.4193188650943923,NA,NA,NA,NA,ENSMUSG00000030739,Q6URW6,71960
chr7,44605924,44605980,57,-,1557,peak22195,Myh14,NA,NA,NA,Myh14,NA,FALSE,NA,utr3,Myh14,0.107070796575362,-1.3505964674872741,NA,NA,miR-671-5p,"miR-10-5p, miR-29-3p",ENSMUSG00000030739,Q6URW6,71960
chr7,44606109,44606161,53,-,3339,peak22196,Myh14,NA,NA,NA,Myh14,NA,FALSE,NA,utr3,Myh14,0.3484936868542626,-0.6431743885493153,NA,"miR-19-3p, miR-17-5p/20-5p/93-5p/106-5p, miR-17-5p/20-5p/93-5p/106-5p, miR-130-3p/301-3p",NA,miR-148-3p/152-3p,ENSMUSG00000030739,Q6URW6,71960
chr7,44622426,44622479,54,-,1378,peak22201,NA,Myh14,NA,NA,NA,NA,FALSE,NA,intron,Myh14,0.012587412847403617,4.201159034486871,miR-29-3p,NA,NA,miR-652-3p,ENSMUSG00000030739,Q6URW6,71960
chr7,44638943,44639007,65,-,5263,peak22215,Myh14,NA,NA,NA,NA,NA,FALSE,NA,exon,Myh14,0.07488085272419474,1.5441166552115355,NA,NA,NA,NA,ENSMUSG00000030739,Q6URW6,71960
chr7,44653026,44653086,61,-,6418,peak22219,NA,Myh14,NA,NA,NA,NA,FALSE,NA,intron,Myh14,9.291978983958447e-4,3.770923851931346,let-7-5p/miR-98-5p,miR-196-5p,NA,NA,ENSMUSG00000030739,Q6URW6,71960
chr7,45310286,45310352,67,-,39313,peak22236,Trpm4,NA,NA,NA,Trpm4,NA,FALSE,NA,utr3,Trpm4,0.017321524432911333,1.5565045689849542,NA,"let-7-5p/miR-98-5p, miR-23-3p",NA,"miR-196-5p, miR-671-5p",ENSMUSG00000038260,Q7TN37,68667
chr7,45339564,45339611,48,-,1355,peak22242,Ppfia3,NA,NA,NA,Ppfia3,Ppfia3,FALSE,NA,utr3,Ppfia3,0.7451583965646029,0.3767095254176773,NA,NA,NA,NA,ENSMUSG00000003863,P60469,76787
chr7,45339647,45339697,51,-,1762,peak22243,Ppfia3,NA,NA,NA,Ppfia3,Ppfia3,FALSE,NA,utr3,Ppfia3,0.9655060403400014,-0.048346769247698096,NA,miR-7-5p,NA,NA,ENSMUSG00000003863,P60469,76787
chr7,45339741,45339808,68,-,3138,peak22244,Ppfia3,NA,NA,NA,Ppfia3,Ppfia3,FALSE,NA,utr3,Ppfia3,0.30246959406508794,0.9419709542566748,NA,miR-671-5p,NA,miR-191-5p,ENSMUSG00000003863,P60469,76787
chr7,45458530,45458578,49,-,6770,peak22247,Ftl1,Ftl1,NA,NA,Ftl1,Ftl1,FALSE,NA,utr3,Ftl1,3.7701079039224216e-4,3.5620112824017953,NA,NA,NA,NA,ENSMUSG00000050708,P29391,14325
chr7,45459663,45459726,64,-,3018,peak22249,Ftl1,NA,Ftl1,Ftl1,NA,Bax,FALSE,NA,utr3*,Bax,0.0801399602190314,1.9675280870543925,NA,NA,NA,NA,ENSMUSG00000003873,Q07813,12028
chr7,45493418,45493539,122,-,2419,peak22255,Nucb1,NA,NA,NA,Nucb1,NA,FALSE,NA,utr3,Nucb1,0.007168954408197051,4.3236398234768245,NA,NA,NA,miR-671-5p,ENSMUSG00000030824,Q02819,18220
chr7,45509784,45509846,63,-,17636,peak22267,Nucb1,NA,Nucb1,NA,NA,NA,FALSE,NA,utr5,Nucb1,0.08129044864933382,1.1485583615732569,NA,let-7-5p/miR-98-5p,NA,miR-196-5p,ENSMUSG00000030824,Q02819,18220
chr7,45666197,45666251,55,-,3062,peak22278,Fut2,Fut2,Fut2,NA,NA,NA,FALSE,NA,utr5,Fut2,0.10207432826824328,-1.0261240405964762,NA,"miR-194-5p, miR-192-5p/215-5p",NA,NA,ENSMUSG00000055978,Q9JL27,14344
chr7,46217392,46217442,51,-,3475,peak22283,NA,Ush1c,NA,NA,NA,NA,FALSE,NA,intron,Ush1c,0.0020715240021443376,4.878905952061181,NA,"miR-200-3p/429-3p, miR-200-3p/429-3p",NA,miR-340-5p,ENSMUSG00000030838,Q9ES64,72088
chr7,46225182,46225235,54,-,2041,peak22284,Ush1c,Ush1c,NA,NA,NA,NA,FALSE,NA,exon,Ush1c,0.028775501374347444,3.491118245475868,NA,NA,NA,NA,ENSMUSG00000030838,Q9ES64,72088
chr7,46740528,46740582,55,-,3742,peak22287,Saa1,NA,NA,NA,Saa1,NA,FALSE,NA,utr3,Saa1,0.011066991691227377,4.0203680417040735,NA,NA,NA,NA,ENSMUSG00000074115,P05366,20208
chr7,46741262,46741318,57,-,49895,peak22291,Saa1,NA,NA,NA,NA,NA,FALSE,NA,exon,Saa1,0.0014057785055378322,-1.6098362707521696,NA,"miR-103-3p/107-3p, miR-15-5p/16-5p/195-5p/322-5p/497-5p",NA,miR-15-5p/16-5p/195-5p/322-5p/497-5p,ENSMUSG00000074115,P05366,20208
chr7,55932423,55932474,52,-,1492,peak22301,Nipa2,NA,NA,NA,Nipa2,NA,FALSE,NA,utr3,Nipa2,0.10524842423449879,2.402243234324855,NA,miR-147-3p,NA,"miR-210-3p, miR-1198-5p",ENSMUSG00000030452,Q9JJC8,93790
chr7,65296508,65296560,53,-,5413,peak22307,Tjp1,NA,NA,NA,Tjp1,Tjp1,FALSE,NA,utr3,Tjp1,0.11399213706469624,1.6409241288216625,NA,miR-185-5p,NA,"miR-24-3p, let-7-5p/miR-98-5p",ENSMUSG00000030516,P39447,21872
chr7,65297226,65297285,60,-,6698,peak22310,Tjp1,NA,NA,NA,Tjp1,NA,FALSE,NA,utr3,Tjp1,0.23352041077610322,1.0261587051143004,miR-191-5p,NA,miR-16-1-3p,NA,ENSMUSG00000030516,P39447,21872
chr7,65297591,65297673,83,-,2419,peak22313,Tjp1,Tjp1,NA,NA,Tjp1,NA,FALSE,NA,utr3,Tjp1,0.9678912015314155,-0.050945433532966204,NA,miR-7-5p,NA,NA,ENSMUSG00000030516,P39447,21872
chr7,65312832,65312882,51,-,6005,peak22317,Tjp1,Tjp1,NA,NA,NA,NA,FALSE,NA,exon,Tjp1,0.01762266573065661,2.395815343413914,NA,miR-24-3p,NA,NA,ENSMUSG00000030516,P39447,21872
chr7,66329726,66329779,54,-,2064,peak22325,NA,Lrrk1,NA,NA,NA,NA,FALSE,NA,intron,Lrrk1,0.039317039057521035,3.207494534516702,NA,NA,miR-25-3p/32-5p/92-3p/363-3p/367-3p,miR-200-3p/429-3p,ENSMUSG00000015133,Q3UHC2,233328
chr7,67343360,67343409,50,-,1685,peak22328,NA,Mef2a,NA,NA,NA,NA,FALSE,NA,intron,Mef2a,0.007508209202604111,4.28697849871667,let-7-5p/miR-98-5p,NA,NA,miR-196-5p,ENSMUSG00000030557,Q60929,17258
chr7,68737639,68737695,57,-,24818,peak22331,Arrdc4,NA,NA,NA,Arrdc4,NA,FALSE,NA,utr3,Arrdc4,1.3945498463596488e-6,3.4702422398755948,NA,NA,miR-671-5p,"miR-139-5p, miR-30-5p/384-5p, miR-484",ENSMUSG00000042659,A0A0B4J1F4,66412
chr7,68737900,68737955,56,-,3736,peak22333,Arrdc4,NA,NA,NA,Arrdc4,NA,FALSE,NA,utr3,Arrdc4,0.006013672418055971,4.235171777356615,NA,NA,NA,"miR-185-5p, miR-378-3p, let-7-5p/miR-98-5p",ENSMUSG00000042659,A0A0B4J1F4,66412
chr7,68738274,68738355,82,-,3792,peak22335,Arrdc4,NA,NA,NA,Arrdc4,NA,FALSE,NA,utr3,Arrdc4,0.011687077292569239,3.8269053380456968,miR-25-3p/32-5p/92-3p/363-3p/367-3p,NA,NA,"miR-24-3p, miR-378a-5p",ENSMUSG00000042659,A0A0B4J1F4,66412
chr7,68738398,68738461,64,-,3047,peak22336,Arrdc4,NA,NA,NA,Arrdc4,NA,FALSE,NA,utr3,Arrdc4,0.003001064208498323,4.6955245593027435,NA,NA,miR-27-3p,NA,ENSMUSG00000042659,A0A0B4J1F4,66412
chr7,68738883,68738981,99,-,1833,peak22339,Arrdc4,NA,NA,NA,Arrdc4,NA,FALSE,NA,utr3,Arrdc4,0.08054687693501558,2.461498188196048,NA,miR-362-5p,NA,"miR-501-5p, miR-23-3p",ENSMUSG00000042659,A0A0B4J1F4,66412
chr7,68741056,68741114,59,-,3785,peak22344,Arrdc4,NA,NA,NA,NA,Arrdc4,FALSE,NA,utr3*,Arrdc4,0.26568975081063384,1.1015564489563565,miR-29-3p,NA,NA,"miR-190-5p, miR-16-2-3p",ENSMUSG00000042659,A0A0B4J1F4,66412
chr7,68741643,68741694,52,-,2100,peak22346,Arrdc4,Arrdc4,NA,NA,NA,NA,FALSE,NA,exon,Arrdc4,0.09265047674073863,2.7668459252026762,NA,NA,miR-103-3p/107-3p,NA,ENSMUSG00000042659,A0A0B4J1F4,66412
chr7,68744866,68744926,61,-,2024,peak22350,Arrdc4,NA,NA,NA,NA,NA,FALSE,NA,exon,Arrdc4,0.08224740355873786,2.484469469267297,NA,miR-200-3p/429-3p,NA,miR-30-5p/384-5p,ENSMUSG00000042659,A0A0B4J1F4,66412
chr7,68748767,68748818,52,-,2172,peak22351,Arrdc4,Arrdc4,NA,NA,NA,NA,FALSE,NA,exon,Arrdc4,0.280913747994843,-0.8231182084827116,miR-26-5p,NA,NA,NA,ENSMUSG00000042659,A0A0B4J1F4,66412
chr7,73490619,73490672,54,-,1971,peak22356,Chd2,Chd2,NA,NA,NA,NA,FALSE,NA,exon,Chd2,0.08466543782334994,2.556034129448347,miR-200-3p/429-3p,NA,NA,NA,ENSMUSG00000078671,E9PZM4,244059
chr7,73557292,73557341,50,-,3296,peak22359,NA,RP23-32A8.1,NA,NA,NA,NA,FALSE,NA,intron,RP23-32A8.1,0.004128590327859901,4.680965437595022,miR-26-5p,NA,NA,miR-361-5p,ENSMUSG00000101970,"NA",NA
chr7,75774704,75774753,50,-,5468,peak22361,NA,RP23-285C18.2,NA,NA,NA,NA,FALSE,NA,intron,RP23-285C18.2,0.9362404003310165,-0.052547525064087684,miR-22-3p,miR-186-5p,NA,miR-186-5p,NA,"NA",NA
chr7,79736111,79736163,53,-,2867,peak22362,Pex11a,NA,NA,NA,Pex11a,NA,FALSE,NA,utr3,Pex11a,0.16520659963368312,1.7015669745658206,miR-23-3p,NA,NA,miR-205-5p,ENSMUSG00000030545,Q9Z211,18631
chr7,80227256,80227324,69,-,9131,peak22363,Cib1,NA,NA,NA,Cib1,Cib1,FALSE,NA,utr3,Cib1,0.17471293818156933,-0.8609722691975024,NA,miR-328-3p,NA,miR-484,ENSMUSG00000030538,Q9Z0F4,23991
chr7,80389907,80390050,144,-,9400,peak22368,Furin,NA,NA,Fes,Furin,NA,FALSE,NA,utr3,Furin,0.04151603136368372,-1.0134112392018255,NA,"miR-103-3p/107-3p, miR-24-3p, miR-15-5p/16-5p/195-5p/322-5p/497-5p",NA,NA,ENSMUSG00000030530,P23188,18550
chr7,84110195,84110304,110,-,5012,peak22393,Abhd17c,NA,NA,NA,Abhd17c,NA,FALSE,NA,utr3,Abhd17c,0.050236027712052385,1.6675846307045536,NA,"miR-183-5p, miR-139-3p",NA,NA,ENSMUSG00000038459,Q8VCV1,70178
chr7,84110348,84110425,78,-,2117,peak22394,Abhd17c,NA,NA,NA,Abhd17c,NA,FALSE,NA,utr3,Abhd17c,0.06525976503266238,2.2531299221645016,NA,NA,NA,"miR-22-3p, miR-18-5p",ENSMUSG00000038459,Q8VCV1,70178
chr7,84110523,84110591,69,-,4513,peak22395,Abhd17c,NA,NA,NA,Abhd17c,NA,FALSE,NA,utr3,Abhd17c,0.3939584536967132,-0.7240480861563273,"miR-27-3p, miR-19-3p",NA,let-7-5p/miR-98-5p,NA,ENSMUSG00000038459,Q8VCV1,70178
chr7,84632696,84632744,49,-,1285,peak22399,Zfand6,NA,NA,NA,NA,NA,FALSE,NA,exon,Zfand6,0.050340016016386484,3.110117452899636,NA,miR-18-5p,miR-221-3p/222-3p,"miR-139-5p, miR-17-5p/20-5p/93-5p/106-5p",ENSMUSG00000030629,Q9DCH6,65098
chr7,98122381,98122436,56,-,9487,peak22416,Capn5,NA,NA,NA,Capn5,Capn5,FALSE,NA,utr3,Capn5,0.0850791527042429,1.0632851636922054,miR-194-5p,NA,NA,NA,ENSMUSG00000035547,O08688,12337
chr7,98122497,98122552,56,-,2778,peak22417,Capn5,NA,NA,NA,Capn5,Capn5,FALSE,NA,utr3,Capn5,0.07266947588801803,2.1218128684140805,NA,"miR-30-5p/384-5p, miR-29-3p",NA,NA,ENSMUSG00000035547,O08688,12337
chr7,98122590,98122650,61,-,3055,peak22418,Capn5,NA,NA,NA,Capn5,Capn5,FALSE,NA,utr3,Capn5,0.02913850542753939,2.5950675082041803,NA,NA,NA,miR-29-3p,ENSMUSG00000035547,O08688,12337
chr7,98123115,98123179,65,-,3075,peak22421,Capn5,NA,NA,NA,Capn5,Capn5,FALSE,NA,utr3,Capn5,0.10014450582902659,1.6739607898549531,NA,miR-671-5p,NA,NA,ENSMUSG00000035547,O08688,12337
chr7,98123476,98123523,48,-,3180,peak22423,Capn5,NA,NA,NA,Capn5,Capn5,FALSE,NA,utr3,Capn5,0.0907792687631269,1.8275368053067107,NA,NA,NA,"miR-185-5p, miR-671-5p",ENSMUSG00000035547,O08688,12337
chr7,98123561,98123618,58,-,7714,peak22424,Capn5,NA,NA,NA,Capn5,Capn5,FALSE,NA,utr3,Capn5,0.0025439686666064074,2.3085960220484907,NA,miR-96-5p,miR-30a-3p/30d-3p/30e-3p,"miR-182-5p, miR-328-3p",ENSMUSG00000035547,O08688,12337
chr7,98128551,98128602,52,-,2237,peak22427,Capn5,Capn5,NA,NA,NA,NA,FALSE,NA,exon,Capn5,0.5947250345822052,-0.3914083403850372,NA,NA,NA,"miR-141-3p, miR-141-5p/6769b-3p",ENSMUSG00000035547,O08688,12337
chr7,98147643,98147699,57,-,12018,peak22433,NA,Capn5,NA,NA,NA,NA,FALSE,NA,intron,Capn5,0.0538752083624349,1.3333816664515872,NA,miR-24-3p,NA,miR-185-5p,ENSMUSG00000035547,O08688,12337
